Age,Employment,RemoteWork,EdLevel,LearnCodeCoursesCert,YearsCodePro,DevType,OrgSize,Country,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith,NEWCollabToolsHaveWorkedWith,AISelect,ICorPM,Industry,ConvertedCompYearly,learnedCodeViaBooksPhysicalmedia,learnedCodeViaCodingBootcamp,learnedCodeViaFriendorfamilymember,learnedCodeViaHackathonsvirtualorinperson,learnedCodeViaOnlineCoursesorCertification,learnedCodeViaOnthejobtraining,learnedCodeViaOtheronlineresourcesegvideosblogsforum,learnedCodeViaSchoolieUniversityCollegeetc,languageUsedCfamily,languageUsedHTMLCSS,languageUsedJavafamily,languageUsedJulia,languageUsedMATLAB,languageUsedPython,languageUsedR,languageUsedRuby,languageUsedSQL,languageUsedSwift,languageUsedVBA
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,5,"Developer, back-end",100 to 499 employees,United States of America,1,0,1,1,1,0,Individual contributor,Insurance,74296.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,23,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Manufacturing, Transportation, or Supply Chain",190000.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,3,Research & Development role,500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",163000.0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,3,"Developer, back-end","1,000 to 4,999 employees",United States of America,1,1,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",120000.0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,23,"Developer, full-stack","5,000 to 9,999 employees",United States of America,1,0,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",200000.0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,21,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,Healthcare,140000.0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,13,"Developer, mobile",20 to 99 employees,United States of America,1,1,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",200000.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,12,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,Advertising Services,230000.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,"Developer, back-end","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,130000.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,12,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Manufacturing, Transportation, or Supply Chain",392500.0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,4,"Developer, front-end",20 to 99 employees,United States of America,1,0,1,0,1,0,Individual contributor,Retail and Consumer Services,80000.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,13,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,Healthcare,160000.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,1,15,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",120000.0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,6,"Developer, front-end",500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Manufacturing, Transportation, or Supply Chain",154000.0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",0,12,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,Healthcare,159000.0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,13,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,200000.0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,5,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",150000.0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
55-64 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,32,"Developer, desktop or enterprise applications","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",220000.0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,9,"Developer, full-stack",100 to 499 employees,United States of America,1,0,1,1,1,0,Individual contributor,Financial Services,150000.0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
45-54 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,22,"Developer, embedded applications or devices","1,000 to 4,999 employees",United States of America,0,0,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",165000.0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,11,"Developer, QA or test",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,150000.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,4,Cloud infrastructure engineer,500 to 999 employees,United States of America,1,1,0,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",200000.0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,1,24,"Developer, desktop or enterprise applications","Just me - I am a freelancer, sole proprietor, etc.",United States of America,1,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",120000.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
45-54 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,35,"Developer, desktop or enterprise applications",20 to 99 employees,United States of America,1,0,1,1,1,1,People manager,Retail and Consumer Services,150000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,5,Database administrator,20 to 99 employees,United States of America,1,0,0,0,1,0,Individual contributor,Financial Services,86000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,11,Project manager,100 to 499 employees,United States of America,1,0,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",96000.0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,22,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",220000.0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, part-time",Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",1,35,"Developer, back-end",2 to 9 employees,United States of America,1,1,1,1,1,1,Individual contributor,Healthcare,200000.0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,11,"Developer, full-stack","5,000 to 9,999 employees",United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,215000.0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,12,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",130000.0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0
55-64 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,34,"Developer, embedded applications or devices","10,000 or more employees",United States of America,1,0,0,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",123000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,23,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,130000.0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,10,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,Healthcare,180000.0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
35-44 years old,"Employed, full-time",Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0,11,Data scientist or machine learning specialist,10 to 19 employees,United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,130000.0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,19,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",145000.0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,23,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,165000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,22,"Developer, embedded applications or devices","1,000 to 4,999 employees",United States of America,0,0,0,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",230000.0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,11,"Developer, front-end","1,000 to 4,999 employees",United States of America,0,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",200000.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,9,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,170000.0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,3,Developer Experience,"1,000 to 4,999 employees",United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,160000.0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,5,"Developer, back-end","10,000 or more employees",United States of America,0,1,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",173000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,16,"Developer, back-end","1,000 to 4,999 employees",United States of America,1,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",150041.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,7,"Developer, front-end",20 to 99 employees,United States of America,0,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",100000.0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,9,"Engineer, data","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,180000.0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,16,"Developer, full-stack","1,000 to 4,999 employees",United States of America,0,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",200000.0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
25-34 years old,"Employed, full-time",Remote,Primary/elementary school,0,9,DevOps specialist,20 to 99 employees,United States of America,1,1,0,1,1,1,Individual contributor,Healthcare,180000.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,1,10,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,175000.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,1,10,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",170000.0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,2,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,94000.0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,8,Engineering manager,100 to 499 employees,United States of America,1,1,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",220000.0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,4,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,Retail and Consumer Services,88000.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,21,Cloud infrastructure engineer,"5,000 to 9,999 employees",United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,250000.0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,8,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,0,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",94000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",170000.0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,3,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,0,0,1,1,1,1,Individual contributor,Financial Services,225000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,14,"Developer, front-end","1,000 to 4,999 employees",United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,154000.0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,2,"Engineer, data","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",125000.0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, back-end",500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,Retail and Consumer Services,130000.0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,31,Academic researcher,"10,000 or more employees",United States of America,1,0,1,1,1,0,People manager,Higher Education,109000.0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,5,"Developer, back-end",20 to 99 employees,United States of America,1,0,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",58000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,0,16,"Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,United States of America,1,1,1,1,1,1,People manager,Healthcare,255000.0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0
45-54 years old,"Employed, full-time",In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0,16,Scientist,2 to 9 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",190000.0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,8,"Developer, mobile",100 to 499 employees,United States of America,1,1,0,1,1,0,Individual contributor,Retail and Consumer Services,165000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
35-44 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,15,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,Advertising Services,131000.0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, front-end",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",150000.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,25,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",190000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,13,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",113000.0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,10,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United States of America,0,0,0,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",200000.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,2,System administrator,100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Manufacturing, Transportation, or Supply Chain",99900.0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,3,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,130000.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,"Developer, full-stack",100 to 499 employees,United States of America,1,0,1,0,1,0,Individual contributor,Insurance,127000.0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,18,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,Retail and Consumer Services,150.0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,16,Developer Experience,500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",220000.0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Associate degree (A.A., A.S., etc.)",1,4,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",57000.0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,20,"Developer, game or graphics","10,000 or more employees",United States of America,0,1,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",350000.0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,25,Cloud infrastructure engineer,20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",198000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
45-54 years old,"Employed, part-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,31,"Developer, desktop or enterprise applications",10 to 19 employees,United States of America,1,0,1,1,1,0,Individual contributor,Oil & Gas,86000.0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,9,"Developer, back-end","10,000 or more employees",United States of America,1,1,0,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",180000.0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,12,Engineering manager,10 to 19 employees,United States of America,1,1,1,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",250000.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,23,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",235000.0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Associate degree (A.A., A.S., etc.)",0,11,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",178000.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,9,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",215000.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,22,"Developer, back-end",100 to 499 employees,United States of America,0,0,0,1,1,1,Individual contributor,Retail and Consumer Services,155000.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,5,Security professional,"1,000 to 4,999 employees",United States of America,1,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",330000.0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,15,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,People manager,Healthcare,200000.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,10,DevOps specialist,500 to 999 employees,United States of America,0,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",98688.0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
